data.programNumber,value_beneficiary
93.879,Scientist/Researchers
93.879,U.S. Citizen
93.879,School
93.879,Education (13+)
93.879,Public nonprofit institution/organization
93.879,Federally Recognized Indian Tribal Governments
93.213,"Specialized group (e.g. health professionals, students, veterans)"
93.213,Profit organization
93.213,Private nonprofit institution/organization
93.213,Student/Trainee
93.213,Scientist/Researchers
93.213,State
93.213,Local
93.213,Public nonprofit institution/organization
93.213,Federal
93.213,Other public institution/organization
93.213,Federally Recognized Indian Tribal Governments
93.213,U.S. Territories
93.213,Small business
93.213,Other private institution/organization
93.213,Native American Organizations
84.327,Individual/Family
84.327,Education Professional
84.327,Student/Trainee
84.327,Graduate Student
84.327,"Disabled (e.g. Deaf, Blind, Physically Disabled)"
84.327,"Physically Afflicted (e.g. TB, Arthritis, Heart Disease)"
84.327,Mentally Disabled
84.327,School
84.327,Infant (0-5)
84.327,Child (6-15)
84.327,Education (0-8)
84.327,Education (9-12)
84.354,Local
84.354,School
84.354,Education (0-8)
84.354,Education (9-12)
84.354,Public nonprofit institution/organization
84.354,Other public institution/organization
15.078,
12.630,Private nonprofit institution/organization
12.630,Student/Trainee
12.630,Graduate Student
12.630,Public nonprofit institution/organization
93.321,Federal
93.321,Small business
93.321,Profit organization
93.321,Private nonprofit institution/organization
93.321,Quasi-public nonprofit organization
93.321,Other private institution/organization
93.321,Native American Organizations
93.321,Health Professional
93.321,Education Professional
93.321,Student/Trainee
93.321,Graduate Student
93.321,Scientist/Researchers
93.321,State
93.321,Public nonprofit institution/organization
93.321,Other public institution/organization
93.321,Federally Recognized Indian Tribal Governments
84.408,Individual/Family
84.408,"Specialized group (e.g. health professionals, students, veterans)"
84.408,Graduate Student
84.408,Veteran/Service person/Reservist (including dependents
84.408,Education (13+)
84.040,Local
84.040,School
84.040,Child (6-15)
84.040,Youth (16-21)
84.040,Education (0-8)
84.040,Education (9-12)
84.250,American Indian
84.250,"Disabled (e.g. Deaf, Blind, Physically Disabled)"
15.550,"Specialized group (e.g. health professionals, students, veterans)"
15.550,"Disabled (e.g. Deaf, Blind, Physically Disabled)"
12.579,Private nonprofit institution/organization
12.579,Other private institution/organization
12.579,Education (13+)
12.579,Public nonprofit institution/organization
84.268,Individual/Family
84.268,Education Professional
84.268,Student/Trainee
84.268,Graduate Student
84.268,Education (13+)
14.119,Individual/Family
14.119,Anyone/general public
66.456,Anyone/general public
14.133,Individual/Family
14.133,Anyone/general public
45.162,Private nonprofit institution/organization
45.162,Public nonprofit institution/organization
10.596,U.S. Territories
10.596,State
21.014,Small business
21.014,Profit organization
21.014,Private nonprofit institution/organization
21.014,Other private institution/organization
21.014,Native American Organizations
21.014,Public nonprofit institution/organization
21.014,Other public institution/organization
21.014,Federally Recognized Indian Tribal Governments
66.441,U.S. Territories
66.441,Private nonprofit institution/organization
66.441,Interstate
66.441,State
66.441,Local
66.441,Public nonprofit institution/organization
66.441,Federally Recognized Indian Tribal Governments
14.108,Individual/Family
14.108,Anyone/general public
14.022,
17.289,State
17.289,Local
17.289,Individual/Family
17.289,Public nonprofit institution/organization
17.289,Anyone/general public
17.289,Student/Trainee
17.289,U.S. Citizen
17.289,Moderate Income
17.289,Pension Recipient
17.289,Low Income
17.289,Juvenile Delinquent
16.738,U.S. Territories
16.738,State
16.738,Local
81.123,Private nonprofit institution/organization
81.123,Other private institution/organization
81.123,Education Professional
81.123,Scientist/Researchers
81.123,Black
81.123,American Indian
81.123,Spanish Origin
81.123,Asian
81.123,Other Non-White
81.123,U.S. Citizen
81.123,Public nonprofit institution/organization
81.123,Other public institution/organization
19.704,Federal
19.704,U.S. Territories
19.704,Individual/Family
19.704,Minority group
19.704,"Specialized group (e.g. health professionals, students, veterans)"
19.704,Small business
19.704,Profit organization
19.704,Private nonprofit institution/organization
19.704,Quasi-public nonprofit organization
19.704,Other private institution/organization
19.704,Anyone/general public
19.704,Interstate
19.704,Native American Organizations
19.704,Health Professional
19.704,Education Professional
19.704,Student/Trainee
19.704,Graduate Student
19.704,Scientist/Researchers
19.704,Artist/Humanist
19.704,Engineer/Architect
19.704,Builder/Contractor/Developer
19.704,Farmer/Rancher/Agriculture Producer
19.704,Intrastate
19.704,Industrialist/ Business person
19.704,Small Business Person
19.704,Consumer
19.704,Homeowner
19.704,Land/Property Owner
19.704,Black
19.704,American Indian
19.704,Spanish Origin
19.704,Asian
19.704,Other Non-White
19.704,State
19.704,Migrant
19.704,U.S. Citizen
19.704,Refugee/Alien
19.704,Veteran/Service person/Reservist (including dependents
19.704,Women
19.704,"Disabled (e.g. Deaf, Blind, Physically Disabled)"
19.704,"Physically Afflicted (e.g. TB, Arthritis, Heart Disease)"
19.704,Mentally Disabled
19.704,Drug Addict
19.704,Alcoholic
19.704,Local
19.704,Juvenile Delinquent
19.704,Preschool
19.704,School
19.704,Infant (0-5)
19.704,Child (6-15)
19.704,Youth (16-21)
19.704,Senior Citizen (60+)
19.704,Unemployed
19.704,Welfare Recipient
19.704,Pension Recipient
19.704,Sponsored organization
19.704,Moderate Income
19.704,Low Income
19.704,"Major Metropolis (over 250,000)"
19.704,Other Urban
19.704,Suburban
19.704,Rural
19.704,Education (0-8)
19.704,Education (9-12)
19.704,Education (13+)
19.704,Public nonprofit institution/organization
19.704,Other public institution/organization
19.704,Federally Recognized Indian Tribal Governments
15.245,Anyone/general public
15.904,Individual/Family
15.904,Land/Property Owner
15.904,State
16.031,Minority group
16.031,Black
16.031,American Indian
16.031,Spanish Origin
16.031,Asian
16.031,Other Non-White
16.031,Anyone/general public
19.035,Anyone/general public
19.035,Scientist/Researchers
81.119,U.S. Territories
81.119,State
14.878,U.S. Territories
14.878,Individual/Family
14.878,Builder/Contractor/Developer
14.878,Land/Property Owner
14.878,Local
14.878,Low Income
14.878,Suburban
14.878,Rural
14.878,Other public institution/organization
93.361,Individual/Family
93.361,Small business
93.361,Profit organization
93.361,Private nonprofit institution/organization
93.361,Scientist/Researchers
93.361,Public nonprofit institution/organization
19.322,"Specialized group (e.g. health professionals, students, veterans)"
19.322,Profit organization
19.322,Private nonprofit institution/organization
19.322,Other private institution/organization
19.322,Anyone/general public
14.874,Individual/Family
19.703,Federal
19.703,U.S. Territories
19.703,Individual/Family
19.703,Minority group
19.703,"Specialized group (e.g. health professionals, students, veterans)"
19.703,Small business
19.703,Profit organization
19.703,Private nonprofit institution/organization
19.703,Quasi-public nonprofit organization
19.703,Other private institution/organization
19.703,Anyone/general public
19.703,Interstate
19.703,Native American Organizations
19.703,Health Professional
19.703,Education Professional
19.703,Student/Trainee
19.703,Graduate Student
19.703,Scientist/Researchers
19.703,Artist/Humanist
19.703,Engineer/Architect
19.703,Builder/Contractor/Developer
19.703,Farmer/Rancher/Agriculture Producer
19.703,Intrastate
19.703,Industrialist/ Business person
19.703,Small Business Person
19.703,Consumer
19.703,Homeowner
19.703,Land/Property Owner
19.703,Black
19.703,American Indian
19.703,Spanish Origin
19.703,Asian
19.703,Other Non-White
19.703,State
19.703,Migrant
19.703,U.S. Citizen
19.703,Refugee/Alien
19.703,Veteran/Service person/Reservist (including dependents
19.703,Women
19.703,"Disabled (e.g. Deaf, Blind, Physically Disabled)"
19.703,"Physically Afflicted (e.g. TB, Arthritis, Heart Disease)"
19.703,Mentally Disabled
19.703,Drug Addict
19.703,Alcoholic
19.703,Local
19.703,Juvenile Delinquent
19.703,Preschool
19.703,School
19.703,Infant (0-5)
19.703,Child (6-15)
19.703,Youth (16-21)
19.703,Senior Citizen (60+)
19.703,Unemployed
19.703,Welfare Recipient
19.703,Pension Recipient
19.703,Sponsored organization
19.703,Moderate Income
19.703,Low Income
19.703,"Major Metropolis (over 250,000)"
19.703,Other Urban
19.703,Suburban
19.703,Rural
19.703,Education (0-8)
19.703,Education (9-12)
19.703,Education (13+)
19.703,Public nonprofit institution/organization
19.703,Other public institution/organization
19.703,Federally Recognized Indian Tribal Governments
81.131,Profit organization
81.131,Private nonprofit institution/organization
81.131,Other private institution/organization
81.131,State
81.131,Local
81.131,Public nonprofit institution/organization
81.131,Other public institution/organization
19.040,Private nonprofit institution/organization
19.040,Other private institution/organization
19.040,Anyone/general public
19.040,Education Professional
19.040,Student/Trainee
19.040,Graduate Student
19.040,Small Business Person
19.040,Black
19.040,American Indian
19.040,Spanish Origin
19.040,Asian
19.040,Other Non-White
19.040,Women
19.040,Education (9-12)
19.040,Education (13+)
19.040,Public nonprofit institution/organization
19.040,Other public institution/organization
15.956,Private nonprofit institution/organization
15.956,State
15.956,Local
15.956,Other public institution/organization
15.956,Federally Recognized Indian Tribal Governments
19.707,
15.236,
19.501,"Specialized group (e.g. health professionals, students, veterans)"
19.501,Private nonprofit institution/organization
19.501,Other private institution/organization
19.501,Public nonprofit institution/organization
19.501,Other public institution/organization
16.032,Interstate
16.032,Intrastate
16.032,State
16.032,Local
16.032,Anyone/general public
15.229,
19.033,Anyone/general public
81.128,Individual/Family
19.666,Public nonprofit institution/organization
15.224,
19.663,
19.029,Anyone/general public
19.705,Federal
19.705,U.S. Territories
19.705,Individual/Family
19.705,Minority group
19.705,"Specialized group (e.g. health professionals, students, veterans)"
19.705,Small business
19.705,Profit organization
19.705,Private nonprofit institution/organization
19.705,Quasi-public nonprofit organization
19.705,Other private institution/organization
19.705,Anyone/general public
19.705,Interstate
19.705,Native American Organizations
19.705,Health Professional
19.705,Education Professional
19.705,Student/Trainee
19.705,Graduate Student
19.705,Scientist/Researchers
19.705,Artist/Humanist
19.705,Engineer/Architect
19.705,Builder/Contractor/Developer
19.705,Farmer/Rancher/Agriculture Producer
19.705,Intrastate
19.705,Industrialist/ Business person
19.705,Small Business Person
19.705,Consumer
19.705,Homeowner
19.705,Land/Property Owner
19.705,Black
19.705,American Indian
19.705,Spanish Origin
19.705,Asian
19.705,Other Non-White
19.705,State
19.705,Migrant
19.705,U.S. Citizen
19.705,Refugee/Alien
19.705,Veteran/Service person/Reservist (including dependents
19.705,Women
19.705,"Disabled (e.g. Deaf, Blind, Physically Disabled)"
19.705,"Physically Afflicted (e.g. TB, Arthritis, Heart Disease)"
19.705,Mentally Disabled
19.705,Drug Addict
19.705,Alcoholic
19.705,Local
19.705,Juvenile Delinquent
19.705,Preschool
19.705,School
19.705,Infant (0-5)
19.705,Child (6-15)
19.705,Youth (16-21)
19.705,Senior Citizen (60+)
19.705,Unemployed
19.705,Welfare Recipient
19.705,Pension Recipient
19.705,Sponsored organization
19.705,Moderate Income
19.705,Low Income
19.705,"Major Metropolis (over 250,000)"
